prot_organism_1	prot_organism_2	bit-score
NP_010502.3	NP_068735.1	37.7
NP_010502.3	NP_612383.1	53.1
NP_010502.3	NP_612383.1	53.1
NP_010502.3	NP_612383.1	52.8
NP_010502.3	NP_612383.1	51.6
NP_010502.3	NP_612383.1	48.5
NP_010502.3	NP_612383.1	48.1
NP_010502.3	NP_612383.1	47.8
NP_010502.3	NP_612383.1	47.0
NP_010502.3	NP_612383.1	46.6
NP_010502.3	NP_612383.1	45.8
NP_010502.3	NP_612383.1	45.4
NP_010502.3	NP_612383.1	44.7
NP_010502.3	NP_612383.1	43.5
NP_010502.3	NP_612383.1	42.0
NP_010502.3	NP_612383.1	41.6
NP_010502.3	NP_612383.1	40.4
NP_010502.3	NP_612383.1	38.5
NP_010502.3	NP_612383.1	36.6
NP_010502.3	NP_612383.1	35.8
NP_010502.3	XP_016864898.1	52.8
NP_010502.3	XP_016864898.1	52.4
NP_010502.3	XP_016864898.1	50.4
NP_010502.3	XP_016864898.1	47.4
NP_010502.3	XP_016864898.1	45.1
NP_010502.3	XP_016864898.1	42.7
NP_010502.3	XP_016864898.1	39.3
NP_010502.3	XP_016870103.1	52.8
NP_010502.3	XP_016870103.1	52.0
NP_010502.3	XP_016870103.1	49.3
NP_010502.3	XP_016870103.1	49.3
NP_010502.3	XP_016870103.1	48.1
NP_010502.3	XP_016870103.1	47.8
NP_010502.3	XP_016870103.1	47.0
NP_010502.3	XP_016870103.1	44.7
NP_010502.3	XP_016870103.1	43.9
NP_010502.3	XP_016870103.1	42.7
NP_010502.3	XP_016870103.1	40.0
NP_010502.3	XP_016870103.1	34.7
NP_010502.3	NP_066575.2	51.2
NP_010502.3	NP_066575.2	48.9
NP_010502.3	NP_066575.2	47.4
NP_010502.3	NP_066575.2	47.0
NP_010502.3	NP_066575.2	33.5
NP_010502.3	XP_016882108.1	50.8
NP_010502.3	XP_016882108.1	48.5
NP_010502.3	XP_016882108.1	45.8
NP_010502.3	XP_016882108.1	45.4
NP_010502.3	XP_016882108.1	44.7
NP_010502.3	XP_016882108.1	44.7
NP_010502.3	XP_016882108.1	43.1
NP_010502.3	XP_016882108.1	42.7
NP_010502.3	XP_016882108.1	42.7
NP_010502.3	XP_016882108.1	42.4
NP_010502.3	XP_016882108.1	42.4
NP_010502.3	XP_016882108.1	41.6
NP_010502.3	XP_016882108.1	41.6
NP_010502.3	XP_016882108.1	40.8
NP_010502.3	XP_016882108.1	39.7
NP_010502.3	XP_016882108.1	38.9
NP_010502.3	NP_056457.3	49.7
NP_010502.3	NP_056457.3	48.9
NP_010502.3	NP_056457.3	47.8
NP_010502.3	XP_016867187.1	47.8
NP_010502.3	XP_016867187.1	44.3
NP_010502.3	XP_016867187.1	44.3
NP_010502.3	XP_016867187.1	43.5
NP_010502.3	XP_016867187.1	43.5
NP_010502.3	XP_016867187.1	41.2
NP_010502.3	XP_016867187.1	39.7
NP_010502.3	XP_016867187.1	38.1
NP_010502.3	XP_016867187.1	37.0
NP_010502.3	XP_016867187.1	32.7
NP_010502.3	NP_689838.1	47.4
NP_010502.3	NP_689838.1	42.0
NP_010502.3	NP_689838.1	41.2
NP_010502.3	NP_689838.1	38.9
NP_010502.3	NP_689838.1	38.5
NP_010502.3	NP_689838.1	37.7
NP_010502.3	NP_056936.2	45.8
NP_010502.3	NP_056936.2	43.9
NP_010502.3	NP_056936.2	42.4
NP_010502.3	NP_056936.2	40.8
NP_010502.3	NP_056936.2	40.8
NP_010502.3	NP_056936.2	40.8
NP_010502.3	NP_056936.2	33.9
NP_010502.3	NP_444251.1	40.0
NP_010502.3	NP_444251.1	36.2
NP_014451.1	NP_037417.1	511.0
NP_013309.1	NP_059830.1	34.3
NP_013309.1	XP_016871952.1	34.3
NP_013309.1	NP_006400.2	33.9
NP_013309.1	XP_016867294.1	30.8
NP_013135.1	NP_776182.2	38.1
NP_012266.1	NP_003243.1	51.6
NP_012266.1	NP_003243.1	36.2
NP_012266.1	NP_003080.2	47.4
NP_012266.1	NP_006796.1	47.0
NP_012266.1	NP_057732.2	45.8
NP_012266.1	NP_631961.1	45.1
NP_012266.1	NP_055298.2	40.4
NP_012266.1	NP_085130.2	31.2
NP_012266.1	XP_005269687.1	31.2
NP_009640.1	NP_005947.3	1024.0
NP_012711.1	NP_004332.2	47.8
NP_013656.1	NP_000875.2	652.0
NP_010213.1	NP_005095.1	104.0
NP_010213.1	NP_005095.1	75.9
NP_010213.1	NP_005095.1	71.6
NP_010213.1	NP_005095.1	70.9
NP_010213.1	NP_005095.1	33.9
NP_010213.1	NP_038477.2	70.5
NP_010213.1	NP_038477.2	50.1
NP_010213.1	NP_004625.2	55.8
NP_010213.1	NP_004625.2	42.0
NP_010213.1	XP_016857274.1	42.7
NP_116669.1	NP_002367.5	160.0
NP_116669.1	XP_016858148.1	136.0
NP_116669.1	XP_016874525.1	115.0
NP_116669.1	NP_114406.1	96.7
NP_116669.1	NP_976226.1	96.3
NP_116669.1	NP_115811.2	81.6
NP_116669.1	NP_059995.2	81.3
NP_116669.1	NP_004432.1	79.3
NP_116669.1	XP_011536527.1	75.5
NP_116669.1	NP_001973.2	73.9
NP_116669.1	NP_006284.2	68.9
NP_116669.1	XP_005257856.1	65.1
NP_116669.1	XP_011525325.1	44.3
NP_116669.1	NP_938207.2	42.0
NP_116669.1	NP_002949.2	40.8
NP_116669.1	XP_011522118.1	30.8
NP_010676.1	NP_115811.2	47.4
NP_010676.1	XP_016881667.1	46.2
NP_010676.1	NP_003016.1	45.4
NP_010676.1	XP_005270351.1	35.8
NP_010676.1	NP_000928.1	35.0
NP_010676.1	NP_060208.2	35.0
NP_012709.1	NP_065959.1	40.4
NP_012709.1	XP_011526902.1	36.2
NP_012709.1	NP_006400.2	32.3
NP_013950.1	XP_016858671.1	43.1
NP_012676.3	NP_001275908.1	30.8
NP_012529.3	NP_004216.2	86.7
NP_012529.3	NP_004216.2	82.0
NP_012529.3	NP_004216.2	80.1
NP_012529.3	NP_004216.2	70.9
NP_009661.1	NP_059830.1	62.8
NP_009661.1	NP_059830.1	41.2
NP_009661.1	NP_059830.1	38.1
NP_009661.1	NP_059830.1	33.9
NP_009661.1	XP_016867294.1	43.5
NP_009661.1	XP_011526902.1	38.9
NP_009661.1	XP_016871952.1	34.3
NP_009661.1	XP_016871952.1	31.2
NP_009661.1	NP_065959.1	32.0
NP_012371.2	XP_016874525.1	226.0
NP_012371.2	NP_059995.2	205.0
NP_012371.2	NP_002367.5	155.0
NP_012371.2	XP_016858148.1	128.0
NP_012371.2	NP_976226.1	112.0
NP_012371.2	NP_114406.1	97.1
NP_012371.2	NP_004432.1	90.9
NP_012371.2	NP_006284.2	86.7
NP_012371.2	NP_115811.2	84.3
NP_012371.2	NP_001973.2	67.8
NP_012371.2	XP_011536527.1	66.6
NP_012371.2	NP_002949.2	56.6
NP_012371.2	NP_938207.2	51.6
NP_012371.2	NP_065434.1	39.3
NP_012371.2	XP_011525325.1	37.0
NP_012371.2	XP_011522118.1	30.8
NP_009546.1	XP_005270351.1	41.2
NP_009546.1	XP_016881667.1	38.9
NP_009546.1	NP_003016.1	38.1
NP_009546.1	NP_115811.2	32.7
NP_013350.1	NP_004987.2	41.6
NP_013350.1	NP_004987.2	40.8
NP_013350.1	NP_009119.2	41.2
NP_013350.1	NP_009119.2	38.9
NP_012717.1	XP_016874237.1	160.0
NP_012394.1	NP_976226.1	78.6
NP_012394.1	NP_002367.5	74.3
NP_012394.1	XP_016874525.1	67.8
NP_012394.1	XP_016858148.1	56.6
NP_012394.1	NP_059995.2	55.8
NP_012394.1	NP_115811.2	51.2
NP_012394.1	NP_001973.2	44.7
NP_012394.1	NP_004432.1	44.3
NP_012394.1	XP_011536527.1	37.0
NP_012394.1	XP_011525325.1	34.7
NP_012394.1	NP_938207.2	32.7
NP_014873.3	XP_011526902.1	30.4
NP_010720.3	NP_001013653.1	42.0
NP_010720.3	NP_003243.1	41.2
NP_010720.3	NP_003243.1	35.4
NP_010720.3	NP_057732.2	40.8
NP_010720.3	NP_055298.2	38.5
NP_010720.3	NP_003080.2	35.8
NP_010720.3	XP_006717409.1	32.7
NP_010720.3	NP_006796.1	32.3
NP_012154.1	NP_115736.1	67.4
NP_012154.1	NP_115736.1	58.5
NP_012154.1	NP_115736.1	38.1
NP_012154.1	NP_115736.1	33.5
NP_012154.1	NP_060134.2	60.1
NP_012154.1	NP_062618.2	54.3
NP_012154.1	NP_062618.2	46.6
NP_012154.1	NP_062618.2	40.0
NP_012154.1	NP_062618.2	34.7
NP_012154.1	NP_077000.1	51.6
NP_012154.1	NP_077000.1	40.4
NP_012154.1	NP_077000.1	31.6
NP_012154.1	NP_938207.2	52.8
NP_012154.1	NP_055730.2	52.4
NP_012154.1	NP_055730.2	48.1
NP_012154.1	NP_055730.2	38.9
NP_012154.1	XP_016881667.1	46.2
NP_012154.1	NP_001131143.1	40.4
NP_012154.1	NP_001131143.1	39.3
NP_012154.1	NP_001131143.1	36.2
NP_012154.1	NP_001131143.1	34.7
NP_012154.1	NP_075392.2	39.3
NP_012154.1	NP_075392.2	35.0
NP_012154.1	NP_821066.1	33.5
NP_012154.1	NP_059995.2	33.1
NP_011359.1	NP_775798.2	32.0
NP_010086.2	XP_016867294.1	51.6
NP_012218.1	NP_065959.1	50.1
NP_012218.1	NP_065959.1	43.9
NP_012218.1	NP_065959.1	43.5
NP_012218.1	NP_065959.1	41.6
NP_012218.1	NP_065959.1	34.3
NP_012218.1	XP_011526902.1	47.4
NP_012218.1	XP_011526902.1	45.1
NP_012218.1	XP_011526902.1	44.3
NP_012218.1	XP_016871952.1	43.5
NP_012218.1	NP_059830.1	42.0
NP_012218.1	NP_059830.1	40.8
NP_012218.1	NP_059830.1	40.0
NP_012218.1	XP_011512300.1	40.0
NP_012218.1	NP_116264.2	39.3
NP_012218.1	XP_011543163.1	33.5
NP_012218.1	NP_060203.3	31.6
NP_010594.3	NP_000928.1	32.7
NP_011725.3	NP_859052.3	28.9
NP_009997.2	NP_059830.1	91.7
NP_009997.2	NP_059830.1	55.8
NP_009997.2	NP_059830.1	50.8
NP_009997.2	NP_059830.1	45.8
NP_009997.2	NP_059830.1	39.3
NP_009997.2	NP_065959.1	60.8
NP_009997.2	NP_065959.1	58.2
NP_009997.2	NP_065959.1	47.4
NP_009997.2	XP_011526902.1	51.2
NP_009997.2	XP_011526902.1	47.8
NP_009997.2	XP_011526902.1	41.6
NP_009997.2	XP_011526902.1	30.8
NP_009997.2	XP_016867294.1	43.1
NP_009997.2	XP_016871952.1	34.3
NP_009997.2	XP_016871952.1	33.9
NP_009997.2	XP_016871952.1	33.5
NP_010795.3	NP_002367.5	230.0
NP_010795.3	XP_016858148.1	125.0
NP_010795.3	NP_976226.1	127.0
NP_010795.3	NP_114406.1	118.0
NP_010795.3	XP_016874525.1	109.0
NP_010795.3	NP_059995.2	105.0
NP_010795.3	NP_115811.2	89.0
NP_010795.3	NP_004432.1	71.2
NP_010795.3	NP_006284.2	66.2
NP_010795.3	NP_001973.2	57.8
NP_010795.3	XP_011536527.1	48.9
NP_010795.3	XP_011522118.1	45.4
NP_010795.3	XP_005257856.1	44.7
NP_010795.3	NP_938207.2	43.9
NP_010795.3	NP_002949.2	40.4
NP_010795.3	NP_065434.1	35.4
NP_014502.1	NP_002824.1	31.6
NP_010278.3	XP_016880400.1	30.4
NP_010227.1	NP_060134.2	39.3
NP_010227.1	NP_115736.1	35.0
NP_010227.1	NP_077000.1	34.7
NP_010227.1	NP_001131143.1	32.0
NP_013810.1	NP_059830.1	249.0
NP_014803.1	XP_016874237.1	50.4
NP_014046.1	XP_016868009.1	36.2
NP_012338.1	XP_016858671.1	64.7
NP_011718.1	XP_016880400.1	85.9
NP_011718.1	XP_016880400.1	77.0
NP_014245.1	XP_011525325.1	70.5
NP_014245.1	XP_016858148.1	45.1
NP_014245.1	NP_976226.1	45.4
NP_014245.1	NP_002367.5	44.7
NP_014245.1	NP_114406.1	41.2
NP_014245.1	NP_059995.2	40.4
NP_014245.1	XP_016874525.1	34.7
NP_009446.2	XP_016879821.1	33.1
NP_009446.2	XP_011543605.1	32.7
NP_010744.3	NP_056081.1	215.0
NP_011895.1	XP_016874525.1	87.8
NP_011895.1	XP_016858148.1	80.9
NP_011895.1	NP_002367.5	77.0
NP_011895.1	NP_976226.1	75.9
NP_011895.1	NP_004432.1	67.4
NP_011895.1	NP_115811.2	57.8
NP_011895.1	NP_059995.2	57.4
NP_011895.1	NP_006284.2	51.2
NP_011895.1	NP_114406.1	47.4
NP_011895.1	NP_002949.2	43.9
NP_011895.1	NP_001973.2	41.6
NP_011895.1	XP_005257856.1	37.0
NP_011895.1	XP_011536527.1	35.4
NP_011895.1	NP_065434.1	33.9
NP_011895.1	XP_011522118.1	33.9
NP_011895.1	NP_938207.2	33.5
NP_011399.1	NP_059830.1	47.8
NP_011399.1	NP_059830.1	44.7
NP_011399.1	NP_059830.1	38.5
NP_011399.1	NP_059830.1	31.6
NP_011399.1	NP_065959.1	39.7
NP_011399.1	XP_011526902.1	37.4
NP_011399.1	XP_016867294.1	32.0
NP_011399.1	XP_016871952.1	32.0
NP_010948.1	NP_004209.2	275.0
NP_010948.1	NP_006825.1	106.0
NP_010948.1	XP_016863678.1	78.2
NP_010948.1	NP_775798.2	61.6
NP_010948.1	XP_016868740.1	29.3
NP_010600.1	NP_004619.3	35.4
NP_011828.1	NP_004987.2	728.0
NP_011828.1	NP_004987.2	87.0
NP_011828.1	NP_009119.2	142.0
NP_011828.1	NP_009119.2	90.9
NP_013583.1	NP_006189.2	30.4
NP_013820.1	XP_011526902.1	42.0
NP_011055.3	NP_002367.5	138.0
NP_011055.3	NP_059995.2	103.0
NP_011055.3	XP_016858148.1	97.4
NP_011055.3	XP_016874525.1	99.0
NP_011055.3	NP_976226.1	88.2
NP_011055.3	NP_114406.1	65.1
NP_011055.3	NP_004432.1	55.8
NP_011055.3	XP_011536527.1	53.9
NP_011055.3	NP_006284.2	53.9
NP_011055.3	NP_115811.2	53.1
NP_011055.3	NP_002949.2	45.8
NP_011055.3	XP_005257856.1	45.4
NP_011055.3	NP_001973.2	43.1
NP_011055.3	NP_065434.1	38.9
NP_011055.3	XP_011522118.1	37.7
NP_011055.3	NP_938207.2	33.9
NP_011378.1	XP_011526902.1	69.3
NP_011378.1	XP_011526902.1	53.9
NP_011378.1	XP_011526902.1	48.1
NP_011378.1	NP_059830.1	60.8
NP_011378.1	NP_059830.1	43.9
NP_011378.1	XP_016871952.1	47.0
NP_015283.1	NP_002367.5	83.2
NP_015283.1	NP_976226.1	77.8
NP_015283.1	NP_059995.2	68.2
NP_015283.1	NP_115811.2	54.7
NP_015283.1	XP_016858148.1	50.1
NP_015283.1	NP_004432.1	46.6
NP_015283.1	NP_006284.2	43.1
NP_015283.1	XP_011536527.1	41.2
NP_015283.1	NP_114406.1	40.8
NP_015283.1	XP_016874525.1	40.8
NP_015283.1	NP_065434.1	40.4
NP_015283.1	NP_002949.2	38.9
NP_015283.1	NP_001973.2	37.7
NP_015283.1	XP_005257856.1	35.4
NP_015283.1	XP_011522118.1	35.0
NP_009672.1	NP_848651.2	41.2
NP_009672.1	NP_892030.3	35.8
NP_014109.1	NP_005422.1	30.4
NP_009984.1	XP_011526902.1	81.6
NP_009984.1	XP_011526902.1	41.2
NP_009984.1	NP_065959.1	58.2
NP_009984.1	NP_065959.1	40.4
NP_009984.1	NP_065959.1	32.7
NP_009984.1	NP_059830.1	54.7
NP_009984.1	NP_059830.1	52.8
NP_009984.1	NP_059830.1	52.4
NP_009984.1	NP_059830.1	42.4
NP_009984.1	NP_059830.1	41.6
NP_009984.1	NP_059830.1	37.7
NP_009984.1	XP_016871952.1	44.3
NP_011104.3	NP_036611.2	305.0
NP_010756.3	NP_059995.2	31.2
NP_009792.3	XP_016870157.1	51.6
NP_009792.3	XP_016870157.1	48.9
NP_009792.3	XP_016870157.1	43.5
NP_009792.3	XP_016870157.1	35.0
NP_012626.1	NP_112179.2	72.8
NP_116615.1	NP_004209.2	199.0
NP_116615.1	NP_006825.1	110.0
NP_116615.1	XP_016863678.1	76.3
NP_116615.1	NP_775798.2	57.0
NP_116615.1	XP_016868740.1	38.9
NP_010511.3	NP_002096.1	195.0
NP_010511.3	NP_734466.1	194.0
NP_014817.3	NP_005947.3	30.8
NP_014252.2	NP_057284.1	37.0
NP_010569.3	NP_976226.1	82.8
NP_010569.3	NP_976226.1	50.8
NP_010569.3	NP_976226.1	41.2
NP_010569.3	XP_016858148.1	79.0
NP_010569.3	NP_002367.5	80.9
NP_010569.3	NP_002367.5	39.3
NP_010569.3	NP_002367.5	35.8
NP_010569.3	XP_016874525.1	74.7
NP_010569.3	XP_016874525.1	42.7
NP_010569.3	XP_016874525.1	37.7
NP_010569.3	NP_059995.2	73.6
NP_010569.3	NP_059995.2	42.0
NP_010569.3	NP_114406.1	63.2
NP_010569.3	NP_114406.1	36.2
NP_010569.3	XP_011536527.1	62.4
NP_010569.3	NP_065434.1	52.0
NP_010569.3	NP_115811.2	51.2
NP_010569.3	NP_001973.2	46.2
NP_010569.3	NP_001973.2	34.7
NP_010569.3	NP_004432.1	45.4
NP_010569.3	NP_004432.1	36.2
NP_010569.3	NP_006284.2	41.2
NP_010569.3	NP_006284.2	33.1
NP_010569.3	NP_002949.2	38.5
NP_010569.3	XP_011522118.1	36.2
NP_010569.3	XP_005257856.1	35.8
NP_010569.3	XP_005257856.1	35.4
NP_010569.3	XP_011525325.1	33.9
NP_010569.3	NP_938207.2	33.1
NP_012927.3	NP_116021.2	394.0
NP_014146.1	NP_059830.1	32.3
NP_014146.1	NP_006400.2	30.8
NP_014146.1	XP_011526902.1	30.8
NP_014601.1	NP_006796.1	52.0
NP_014601.1	NP_006796.1	33.9
NP_014601.1	NP_003243.1	38.9
NP_014601.1	NP_055298.2	37.0
NP_014601.1	NP_057732.2	35.8
NP_014601.1	NP_003080.2	33.5
NP_013409.1	NP_862821.1	81.3
NP_013409.1	NP_003333.1	65.9
NP_013409.1	NP_004350.1	59.3
NP_012028.1	XP_006724879.1	83.2
NP_012028.1	XP_006724879.1	43.1
NP_012028.1	NP_569713.2	44.3
NP_012028.1	XP_016879164.1	43.1
NP_012135.1	NP_036315.1	92.4
NP_012135.1	NP_005241.1	88.2
NP_015151.1	NP_004432.1	33.9
NP_014893.1	NP_004987.2	31.2
NP_014597.1	NP_002367.5	147.0
NP_014597.1	NP_059995.2	106.0
NP_014597.1	XP_016858148.1	98.2
NP_014597.1	NP_976226.1	87.4
NP_014597.1	NP_114406.1	84.3
NP_014597.1	XP_016874525.1	79.3
NP_014597.1	XP_011536527.1	58.2
NP_014597.1	NP_115811.2	56.2
NP_014597.1	NP_004432.1	53.5
NP_014597.1	XP_011522118.1	51.6
NP_014597.1	NP_006284.2	41.2
NP_014597.1	NP_001973.2	40.8
NP_014597.1	NP_065434.1	38.1
NP_014597.1	NP_002949.2	36.2
NP_014597.1	NP_938207.2	34.3
NP_014597.1	XP_005257856.1	32.7
NP_013363.1	NP_004209.2	137.0
NP_013363.1	NP_006825.1	114.0
NP_013363.1	XP_016863678.1	84.7
NP_013363.1	NP_775798.2	69.7
NP_013363.1	XP_016868740.1	37.4
NP_013363.1	NP_004216.2	29.3
NP_015144.1	XP_016857274.1	55.1
NP_014238.3	XP_016874525.1	471.0
NP_014238.3	NP_059995.2	310.0
NP_014238.3	NP_976226.1	107.0
NP_014238.3	XP_016858148.1	90.5
NP_014238.3	NP_002367.5	85.9
NP_014238.3	NP_002367.5	53.9
NP_014238.3	NP_114406.1	61.2
NP_014238.3	NP_114406.1	35.0
NP_014238.3	NP_006284.2	58.9
NP_014238.3	NP_004432.1	52.4
NP_014238.3	XP_005257856.1	46.6
NP_014238.3	XP_011536527.1	45.1
NP_014238.3	NP_115811.2	36.6
NP_014238.3	NP_115811.2	35.0
NP_014238.3	NP_001973.2	32.7
NP_011879.1	NP_003243.1	52.8
NP_011879.1	NP_003243.1	50.1
NP_011879.1	NP_003243.1	40.0
NP_011879.1	NP_055298.2	42.7
NP_011879.1	NP_006796.1	31.6
NP_013995.1	NP_006796.1	39.3
NP_013995.1	NP_057732.2	32.3
NP_014522.1	NP_004686.1	46.6
NP_012514.2	XP_016884643.1	38.1
NP_010883.3	NP_653300.2	85.1
NP_011428.1	NP_862821.1	48.1
NP_011428.1	NP_003333.1	47.4
NP_011428.1	NP_004350.1	35.0
NP_014526.1	NP_116021.2	39.7
NP_014766.1	NP_620147.1	115.0
NP_010521.1	NP_077748.3	31.2
NP_011982.1	NP_003016.1	48.5
NP_011982.1	NP_115811.2	43.5
NP_011982.1	XP_005270351.1	38.1
NP_011982.1	XP_016881667.1	32.7
NP_011982.1	NP_077748.3	31.6
NP_012126.1	XP_016855812.1	32.3
NP_013834.1	XP_011526902.1	60.1
NP_013834.1	XP_011526902.1	37.0
NP_013834.1	XP_011526902.1	30.0
NP_013834.1	NP_059830.1	58.2
NP_013834.1	NP_059830.1	52.4
NP_013834.1	NP_059830.1	43.5
NP_013834.1	NP_059830.1	32.0
NP_013834.1	NP_065959.1	45.1
NP_013834.1	NP_065959.1	44.7
NP_013834.1	NP_065959.1	41.6
NP_013834.1	NP_065959.1	37.7
NP_013834.1	NP_065959.1	36.6
NP_013834.1	XP_016871952.1	43.9
NP_013834.1	XP_016871952.1	33.9
NP_012088.3	NP_000875.2	644.0
NP_010611.3	NP_065959.1	37.7
NP_010611.3	NP_059830.1	32.0
NP_011320.3	NP_001796.2	35.8
NP_010946.3	NP_057284.1	47.8
NP_011082.3	XP_016875290.1	80.9
NP_013071.1	NP_071381.1	40.8
NP_015064.1	NP_006864.2	46.2
NP_012974.1	NP_003299.2	45.4
NP_014802.3	NP_057284.1	37.4
NP_012440.1	NP_976226.1	221.0
NP_012440.1	NP_002367.5	122.0
NP_012440.1	NP_115811.2	112.0
NP_012440.1	NP_004432.1	99.8
NP_012440.1	XP_011536527.1	96.3
NP_012440.1	XP_016874525.1	94.4
NP_012440.1	NP_059995.2	93.2
NP_012440.1	XP_016858148.1	83.2
NP_012440.1	NP_001973.2	84.7
NP_012440.1	NP_006284.2	81.6
NP_012440.1	XP_005257856.1	77.4
NP_012440.1	NP_002949.2	63.2
NP_012440.1	XP_011522118.1	57.0
NP_012440.1	NP_938207.2	54.7
NP_012440.1	NP_065434.1	51.2
NP_012440.1	NP_114406.1	47.0
NP_012440.1	XP_011525325.1	35.8
NP_011507.1	NP_653300.2	207.0
NP_015433.1	NP_004227.1	40.4
NP_012598.1	NP_006576.2	183.0
NP_012598.1	NP_078961.3	56.6
NP_011954.1	NP_003243.1	104.0
NP_011954.1	NP_006796.1	43.5
NP_011954.1	NP_006796.1	40.4
NP_011954.1	NP_006796.1	32.7
NP_011954.1	NP_001013653.1	43.1
NP_011954.1	NP_003080.2	36.2
NP_011954.1	NP_055298.2	35.0
NP_011954.1	NP_055298.2	31.6
NP_011954.1	XP_005269687.1	32.7
NP_011954.1	NP_631961.1	32.7
NP_011954.1	NP_085130.2	32.3
NP_012411.1	NP_057284.1	62.4
NP_015294.1	NP_976226.1	111.0
NP_015294.1	NP_002367.5	105.0
NP_015294.1	NP_004432.1	86.3
NP_015294.1	XP_016858148.1	73.2
NP_015294.1	NP_115811.2	73.6
NP_015294.1	XP_016874525.1	64.3
NP_015294.1	NP_006284.2	60.5
NP_015294.1	XP_005257856.1	57.8
NP_015294.1	NP_001973.2	55.1
NP_015294.1	XP_011536527.1	53.5
NP_015294.1	NP_002949.2	49.7
NP_015294.1	NP_059995.2	47.0
NP_015294.1	NP_114406.1	46.2
NP_015294.1	NP_065434.1	44.3
NP_015294.1	XP_011522118.1	32.3
NP_015294.1	XP_011525325.1	30.4
NP_013507.1	NP_612383.1	40.8
NP_013507.1	NP_612383.1	34.7
NP_013507.1	NP_612383.1	32.7
NP_013507.1	XP_016882760.1	38.9
NP_013507.1	XP_016882760.1	37.4
NP_013507.1	XP_016882760.1	33.5
NP_013507.1	XP_016882760.1	33.5
NP_013507.1	NP_004625.2	36.6
NP_013507.1	NP_003442.2	35.4
NP_013507.1	NP_003442.2	34.3
NP_013507.1	NP_003442.2	31.6
NP_013507.1	XP_016882933.1	34.3
NP_013507.1	NP_660149.2	34.3
NP_013507.1	NP_660149.2	33.9
NP_013507.1	NP_067064.2	33.9
NP_013507.1	XP_016864898.1	33.9
NP_013507.1	XP_016873757.1	33.5
NP_013507.1	XP_011524861.1	32.0
NP_013507.1	XP_011524861.1	31.6
NP_013507.1	XP_016867187.1	31.6
NP_010474.3	NP_006576.2	124.0
NP_010474.3	NP_078961.3	50.1
NP_009935.1	NP_003016.1	32.7
NP_010715.3	NP_004227.1	35.4
NP_012708.1	NP_055298.2	33.9
NP_014069.1	NP_114408.3	93.2
NP_015444.1	NP_775749.2	35.4
NP_009907.2	NP_002367.5	233.0
NP_009907.2	XP_016858148.1	127.0
NP_009907.2	NP_976226.1	122.0
NP_009907.2	XP_016874525.1	114.0
NP_009907.2	NP_114406.1	113.0
NP_009907.2	NP_059995.2	97.1
NP_009907.2	NP_115811.2	85.1
NP_009907.2	NP_006284.2	74.7
NP_009907.2	NP_004432.1	71.2
NP_009907.2	NP_001973.2	60.1
NP_009907.2	XP_011536527.1	57.4
NP_009907.2	XP_005257856.1	48.1
NP_009907.2	NP_002949.2	43.9
NP_009907.2	XP_011522118.1	38.9
NP_009907.2	NP_938207.2	37.4
NP_009907.2	XP_011525325.1	36.2
NP_009907.2	NP_065434.1	32.0
NP_013283.1	NP_077000.1	37.7
NP_013283.1	NP_938207.2	38.1
NP_013283.1	NP_115736.1	35.8
NP_013283.1	NP_060134.2	34.3
NP_013283.1	XP_016881667.1	32.7
NP_013283.1	NP_001131143.1	32.3
NP_444297.1	NP_065959.1	40.8
NP_010858.3	NP_059830.1	31.6
NP_013513.3	NP_065959.1	53.9
NP_013513.3	NP_065959.1	47.4
NP_013513.3	NP_059830.1	36.2
NP_013513.3	NP_059830.1	33.9
NP_013513.3	XP_011526902.1	33.9
NP_010921.1	NP_037417.1	152.0
NP_013335.1	NP_004609.1	458.0
NP_014518.1	NP_006796.1	137.0
NP_014518.1	NP_006796.1	66.6
NP_014518.1	NP_006796.1	44.3
NP_014518.1	NP_055298.2	60.8
NP_014518.1	NP_003243.1	53.9
NP_014518.1	NP_003243.1	51.2
NP_014518.1	NP_003243.1	36.2
NP_014518.1	NP_003080.2	50.4
NP_014518.1	NP_085130.2	44.3
NP_014518.1	XP_005269687.1	43.9
NP_014518.1	NP_631961.1	37.0
NP_014518.1	NP_057732.2	33.5
NP_014518.1	XP_016871952.1	32.3
NP_014392.3	XP_011526902.1	50.1
NP_014392.3	XP_011526902.1	43.1
NP_014392.3	NP_059830.1	45.8
NP_014392.3	NP_059830.1	45.1
NP_014392.3	NP_059830.1	44.7
NP_014392.3	NP_059830.1	41.6
NP_014392.3	NP_059830.1	38.5
NP_014392.3	NP_065959.1	43.5
NP_014392.3	NP_065959.1	41.2
NP_014392.3	NP_065959.1	40.4
NP_014392.3	NP_065959.1	30.4
NP_014392.3	XP_016867294.1	40.8
NP_014392.3	XP_016871952.1	34.7
NP_014392.3	XP_016871952.1	31.6
NP_014392.3	XP_016871952.1	30.8
NP_014213.2	XP_016858671.1	35.8
NP_010114.1	NP_631961.1	41.2
NP_014082.1	NP_065959.1	45.8
NP_014082.1	NP_065959.1	33.1
NP_014082.1	NP_065959.1	32.3
NP_014082.1	NP_059830.1	43.9
NP_014082.1	NP_059830.1	40.0
NP_014082.1	NP_059830.1	33.5
NP_014082.1	NP_059830.1	32.7
NP_014082.1	XP_011526902.1	43.1
NP_014082.1	XP_011526902.1	36.6
NP_014082.1	XP_011526902.1	35.0
NP_014082.1	XP_016871952.1	34.3
